[1/322] {'graphs': 1, 'dags': 3963988, 'profile_dags': 3592312, 'ss_skip': 1399528, 'packed_cegar': 2192784, 'dicut_skip': 0, 'packed_exact': 0, 'cand': 0} t=872s
[2/322] {'graphs': 2, 'dags': 8729524, 'profile_dags': 7860280, 'ss_skip': 3236880, 'packed_cegar': 4623400, 'dicut_skip': 0, 'packed_exact': 0, 'cand': 0} t=1958s
[3/322] {'graphs': 3, 'dags': 13426372, 'profile_dags': 12093976, 'ss_skip': 4783112, 'packed_cegar': 7310864, 'dicut_skip': 0, 'packed_exact': 0, 'cand': 0} t=3084s
[4/322] {'graphs': 4, 'dags': 19058724, 'profile_dags': 17030628, 'ss_skip': 7363988, 'packed_cegar': 9666640, 'dicut_skip': 0, 'packed_exact': 0, 'cand': 0} t=3891s
[5/322] {'graphs': 5, 'dags': 24079764, 'profile_dags': 21474024, 'ss_skip': 9593130, 'packed_cegar': 11880894, 'dicut_skip': 0, 'packed_exact': 0, 'cand': 0} t=4472s
[6/322] {'graphs': 6, 'dags': 29174596, 'profile_dags': 25976524, 'ss_skip': 11854236, 'packed_cegar': 14122288, 'dicut_skip': 0, 'packed_exact': 0, 'cand': 0} t=5073s
[7/322] {'graphs': 7, 'dags': 37005960, 'profile_dags': 32453628, 'ss_skip': 16937940, 'packed_cegar': 15515688, 'dicut_skip': 0, 'packed_exact': 0, 'cand': 0} t=5464s
[8/322] {'graphs': 8, 'dags': 44019232, 'profile_dags': 38389300, 'ss_skip': 20984620, 'packed_cegar': 17404680, 'dicut_skip': 0, 'packed_exact': 0, 'cand': 0} t=5974s
[9/322] {'graphs': 9, 'dags': 50925540, 'profile_dags': 44252784, 'ss_skip': 24886388, 'packed_cegar': 19366396, 'dicut_skip': 0, 'packed_exact': 0, 'cand': 0} t=6551s
[10/322] {'graphs': 10, 'dags': 57497708, 'profile_dags': 49850912, 'ss_skip': 28534080, 'packed_cegar': 21316832, 'dicut_skip': 0, 'packed_exact': 0, 'cand': 0} t=7168s
[11/322] {'graphs': 11, 'dags': 63983264, 'profile_dags': 55390400, 'ss_skip': 32098766, 'packed_cegar': 23291634, 'dicut_skip': 0, 'packed_exact': 0, 'cand': 0} t=7812s
[12/322] {'graphs': 12, 'dags': 69756516, 'profile_dags': 60435780, 'ss_skip': 34790038, 'packed_cegar': 25645742, 'dicut_skip': 0, 'packed_exact': 0, 'cand': 0} t=8549s
